full_text,label
"傻眼！中國聯合多國發表論文：新冠病毒從外太空墜落武漢



中國天津疾控中心和多國研究機構聯手發表的論文指出，新冠病毒是因為隕石碎片，從外太空墜落至武漢；該說法連中國自家媒體都忍不住吐槽「太奇葩」。



外星人也想吃熱乾麵 https://t.co/TGMkPjJtJd",0
作為獨裁者，習上臺至今沒任何功績可言，中國經濟被他搞砸了，中美關係被他毀了，香港被他毀了，一帶一路也搞砸了，中國還因傳播疫情被世界各國索賠，對習而言除了鎖國就只剩下戰爭了。今後幾年南海、台海和中印邊境，習都有可能挑起戰爭，都由於其失道寡助，不會有任何勝算，只會加速其垮臺和滅亡。,1
俄羅斯官方報告認爲武漢新冠肺炎是人工病毒，這是世界大國中首例官方認證，意義重大，重重地打了習共一大耳光。俄羅斯作爲中國的盟友，爲何在此時抛出這一對習共顯然是不利的結論?原因:1)不滿中國1月3日就向美通報疫情而對俄一直在隱瞞疫情;2)認爲此新冠病毒對俄的國家安全危害甚大，俄不能再沉默。,1
中國肺炎？中共肺炎？■文獻都是記載「美國出兵伊拉克」，沒人說「共和黨出兵伊拉克」。可見「美國政府」就代表「美國」，不論當時的美國是由哪個政黨執政■因此中國肺炎比中共肺炎更合適，因為1️⃣病毒由中國政府製造，而中國政府就代表中國，不論當時的中國是哪個政黨在執政2️⃣病毒是從中國散布到全世界,1
"武漢封城 但是還是可以飛香港

這什麼意思很明顯了

雖然病毒失控了 但是就這樣也要拿下香港

不惜犧牲香港所有人民 以及武漢等中國幾個城市的人民

也要鎮壓香港抗議

希望這一次能讓這些被洗腦小粉紅們能明白為什麼香港人要抗議 https://t.co/s4nTcroOK0",1
對某些官員來說，武漢肺炎病毒可能是最及時也是最可靠，絕對不會叫屈的背鍋俠。很多地方債務早就扛不住了，各種部門的虧空可以劃拉劃拉賬本，全部記在這次疫情頭上，中國GDP順勢坐地上碰瓷喊疼，原來想藏著掖著拖著的醜聞和壞消息，都可以借著武漢肺炎公開承認，反正病毒也沒法回嘴 https://t.co/A7kHe9mkyW,1
"不到一個月前的連勝文：

「有疫苗我一定第一個打！」 https://t.co/cRTFQahdZD",0
【特朗普夫婦新冠陽性】美國總統特朗普社交媒體發文，稱他和夫人梅拉尼婭新冠病毒檢測結果均呈陽性，將馬上進入隔離和康復程序。 https://t.co/5UjBhE7C8f,0
【江蘇無錫一民房因液化氣洩漏爆炸 已致1人身亡多人受傷】今天上午4:50左右，江蘇無錫新吳區碩放街道牆宅路220號一民宅因煤氣洩露爆炸。事故已造成1人身亡，另有5名傷者正在醫院接受治療。現場仍有人被困，公安、消防等部門正在緊急搜救。 https://t.co/TpTmHRyaEP,0
武汉洪山区大华社区疫情通报：令人忧心的重复感染。 https://t.co/Nm2yo4jRmA,0
"收到了美國政府發給我的救濟金。感恩美國政府?

在中國大陸，我曾多次瀕臨絕種，無衣無食，幾乎要自我結束生命，那時，只是友人一伸援手，未曾得到過政府的一分一毫的救助。

而今在美國，我做工上稅不到二年，確在這疫情中和所有人一樣得到政府的救濟金，萬分感動！感恩主耶酥佛祖菩萨? https://t.co/mQBLHqoRma",0
"因妻子確診而終於帶領政府對抗武漢肺炎的加拿大總理特鲁多，今天宣布抗炎措施：3月18日起，全國僅開放4個包括滿地可、卡加利、多倫多、溫哥華機場，只准許加國公民、居民及美國人入境。
https://t.co/pFhvQIU2Tl杜魯多宣布抗炎措施-trudeau-announce-measures-against-wuhan-coronavirus/",0
2020年還給我新台灣朋友了。當我還在隔離檢疫中，為了認識新台灣朋友，我再次開始使用這個6年的推特帳號，這是明智的決定了。我要對你們表示由衷感謝，在這裡我遇到善良的新朋友，你們真的改變這個台灣歐郎的生活。我愛台灣人，謝謝你們。,0
【國家疾控中心：新型冠狀病毒對於兒童等年紀小的人不易感】中國科學院院士、中國疾病預防控制中心主任高福22日在國新辦發佈會上表示，新型冠狀病毒的來源是武漢一家海鮮市場非法銷售的野生動物。根據目前的流行病學認知，新型冠狀病毒對於兒童等年紀小的人不易感。 https://t.co/ksSti7G7Hd,0
【萌萌噠！湖北5歲新冠肺炎女童出院跳舞感謝醫護】17日，湖北十堰，經過16天治療，新冠肺炎患者5歲女孩貝貝治癒出院。臨別時刻，她給照顧自己的醫護人員跳起“棒棒糖舞”表達感謝。由於貝貝的親屬仍在隔離觀察，暫由茅箭區東城開發區管委會代為接送。 https://t.co/2TElqDeAEU,0
【抗疫為先，香港再經不起折騰了】內地新冠肺炎本地確診病例連續多天零新增，而香港這一輪疫情反彈尚未得到有效控制。香港不缺科技能力、資金儲備，市民健康素養也足夠，為何防控進度反而落後？說到底，在於反對派不斷挑起事端、製造雜音，給全社會抗疫“共識”的形成帶來阻力  https://t.co/lPUzbQzVwX https://t.co/65cwqbI7U6,1
"中共公佈的數字，要乘以20，才可能接近實情！

中共說 #六四 死亡二百人，實際僅僅在醫院死亡的就有三千，還有許多不在醫院死亡的屍體被就近偷偷掩埋（如 #王楠 等人被埋在28中校門花園）、軍機運走和大量外地學生失蹤⋯

#中共病毒 #武漢肺炎",1
"根據世衛邏輯，用食物產地做標籤是在歧視當地，所以必需更改食品名稱免歧視



我要一份新型牛肉，兩隻新型龍蝦 https://t.co/mxNB3ohGjA",0
今天中共舉行了史上規模最大的視頻會議。中國縣級以上的官員和軍隊團級以上軍官全部參加，共17萬人。習近平的講話很擰巴，他稱「要用勝利的思想對待防疫」。習近平表達很矛盾，既不願意承認疫情仍然嚴重，也不願意因為疫情耽誤「挽回損失」。所以盡在玄妙的「勝利思想」中。 https://t.co/qoX0EJbqdF,0
"保衛中南海！明起飛北京國際航班，先轉12城市檢疫才能原機進 #北京 

#china #中國 #beijing #蘋果新聞網 #appledailytw #appledaily #武漢肺炎 #2019新型冠狀病毒 #新型冠狀病毒 #防疫 #疫情 #ChinaPneumonia #WuhanPneumonia #COVID19 #coronavirus  

→→https://t.co/oMX8GZQ9pH https://t.co/1B1LDGKXgE",0
"某網友爹娘屬於體制內受益者，電視報導說八個人造謠咬牙切齒，後來知道是八君子又非常支持，到李醫生去世後又痛心疾首。

網友後來在窗戶上貼了五個字：“不能，不明白。”  父母發現後發狂一樣哭喊叫罵，“洗腦”、“境外勢力”、“你就這麼想成為第二個李文亮嗎？” 云云

我聽完只有四個字：葉公好龍",1
"全球感染中共病毒2700多萬人，習近平表彰1500名中國抗疫先進個人。

喪事當喜事辦、無視百姓死活，是中共一貫的做法。

據新華社報道，全國抗擊新冠肺炎疫情表彰大會今日（8日）上午在北京人民大會堂舉行，習近平為1500名全國抗擊新冠肺炎疫情先進個人、500個先進集體，200名全國優秀共產黨員頒獎。 https://t.co/VzcJT2LhPZ",1
趙永芳終於被滅口了。第一次在美國“死亡”後，不知何種途徑離境美國秘密回國，這一次真的死在中國了。估計死前不知道為回到祖國有多後悔。僅僅這個消息就夠美國憤怒的，不知中共如何向美方進行解釋？此“死人”是如何成為中共官方病毒研究所的高級課題項目的研究人員兼負責人呢？ https://t.co/gZubns3IGS,1
中國疫苗終於公布三期試驗有效率了：1）國藥集團79%；2）科興巴西50%；3）科興土耳其91%；不過，中國疾控中心主任高福給中國人吃了個「定心丸」：歐美使用mRNA 方式研製的疫苗，說不定會有副作用。,0
"目前中國已經有7例鼠疫確診，可怕的是四型鼠疫全都出現，據悉兩人死亡5人非常嚴重，更恐怖的據傳有院內醫護感染數例。
中國有七省陷入黑死病的紅燈區。",1
最新消息：華為被WiFi聯盟開除！這是否意味著華為以後的手機將不能用WiFi？😂現在人們普遍認為下一個是藍牙！不過五毛不用擔心，任正非說，華為早就有了備胎！華為應該感謝美國，沒有美國，華為花幾千億研發的「備胎」不就變花瓶了？現在是展示實力的時候了！😆,1
【鍾南山張伯禮等入選全國教書育人楷模】教育部公佈2020年全國教書育人楷模名單，今年全國共有12位教師入選，比往年多出兩人，這是因為考慮到抗疫特殊情況，增加了2個高校附屬醫院優秀教師名額。其中，中國工程院院士、廣州醫科大學教授鍾南山，中國工程院院士、天津中醫藥大學校長張伯禮等榜上有名。 https://t.co/cZTYSIVsaW,0
你們知道為何滯台中國人，一邊大喊中國好，卻又不願回歸他們的祖國？就是因為台灣福利醫療實在太好了，台灣有榮民總醫院，就是跟隨蔣中正來台的人都叫榮民，他們看病連掛號費都免了，才有移民外國的台灣人，病痛還會回台看健保，裝牙齒的人更多，他們不是笨只是壞，人在國外還高喊中國統一。,1
"?陸戰隊覆艇2殉職 陸指部：救生衣、氣瓶都正常 可能落水時嗆水

?一邊批三倍券「對振興無用」 、「國家戰略錯誤」……柯文哲坦言「已拿悠遊卡登記」

?中國官媒總編「縮了」接受海參崴已是俄國領土 網民酸：戰狼變綿羊

?武肺病毒近親 英媒爆中國7年前就存於武漢實驗室



中國讓你多活了7年，還不跪謝",1
"武漢肺炎就黎一年啦！一年啦！



你地覺得啲國家元首同政客，世衛垃圾組織唔知病毒來自中國咩？



依家啲國家利用疫情黎實現極權統治真係好難相信咩？



如果真係為國民著想，一早就追支那數啦？一早就封關啦？",1
"今天的 WHO 打倒前幾天的自己
 
原文: 世衞：香港的經驗提供新證據 反映戴口罩有保護作用
https://t.co/RnxDA4TmEn
 
伸延閱讀: 再籲一般人不用戴口罩　世衞：戴錯有反效果
https://t.co/ZJiOpYyNIM

●來源：當時明月在
#WHO #Who #回力標 #中國 #病毒 #武漢 #肺炎 #LIHKG https://t.co/BJ18K19xG0",0
"中國中冶集團48名員工在中國接種新冠疫苗後，在前往巴布亞新幾內亞的鎳礦基地工作時，在入境後被檢測出了陽性，巴新政府已要求北京立刻作出解釋。

這説明幾個問題:1)中國研發的疫苗幷不能防止新冠病毒; 2)疫情在中國幷沒得到有效控制，仍有大規模輸出可能; 3)中國的疫苗若輸出國外將造成全球二次傷害。",1
塞爾維亞政府16日宣布，在中國駐塞爾維亞使館和塞爾維亞政府的協調配合下，由中國捐贈的新型冠狀病毒核酸檢測試劑盒抵達歐洲，隨後搭乘塞政府專機，於當地時間15日晚運抵貝爾格萊德。塞爾維亞總統武契奇和總理布爾納比奇分別通過媒體向中國表示感謝，強調這是收到的第一批來自國外的疫情防控物資援助 https://t.co/3XdO7h6Zgt,0
"武漢病毒的主謀罪犯是土共。

連帶責任人是法國、美國、加拿大政府。法國几近淪為乞丐，什麼黑心錢都賺，前總統幫專制政權建造實驗室，是決策大災難。

美加科學家里通中共，致病毒母株被竊。

杜魯多為何如此低調、放任疫情、不做積極防範措施？因為加國實驗室變中共免費培訓站事件若再追問，他要下台。",1
"對俄大哥嘅做法表示強烈……尊重 → 俄羅斯官員命令警員搜查旅店、宿舍及住所，尋找可能攜帶病毒的中國人，並使用人臉識別技術強化隔離措施。中方要求停止
https://t.co/E6zhCiiNVs
- 分享自 LIHKG 討論區",0
"伊朗神棍政府允許中國漁業公司在阿曼灣使用“底拖網”技術，從而使伊朗東南部的當地漁民和海洋生態遭受嚴重破壞。
中共除了有散播病毒之罪，還是破壞地球生態的罪魁禍首。他們出現的地方，永遠是一個災難現場。 https://t.co/2Gl7jzSkSF",1
譚德塞死不認錯，居然還打起了種族主義牌，他的意思是罵他就等於罵黑人和罵非洲人，他太不要臉了！我下一期公子時評節目內容就是例數世衛組織的七宗罪！,0
"中國人湧入香港，疫苗已經缺貨 

蝗蟲來襲周圍國家密切注意

諸位外國的中國人們，你們要相信黨，黨的領導之下的中國是一定不會有錯的，怎麼可能會出現假疫苗這種事呢



陸客湧港打針 香港疫苗已缺貨

https://t.co/ayGHidwyH3

14萬中國兒童接種毒疫苗 當局神回：補打同公司疫苗

https://t.co/jG6whAIv9A https://t.co/hX6p9RZ5qX",1
"自從衛生部副部長被確診後，伊朗副總統Masoumeh Ebtekar也被確診感染新型冠狀病毒！
關鍵是，就在昨天，她還參加了包括伊朗總統魯哈尼在內的內閣會議！瞧瞧這一屋子的高官啊！
筒子們！有什麼事，一定要讓領導先走！ https://t.co/ip2nau1n6f",0
"嘴巴說台灣隱匿疫情，結果這陣子疫期黃安都躲在台灣，笑死人根本口嫌體正直



結果他8日才回中國北京，然後北京就又爆發第二波了，然後他居然在微博罵美國說：「是不是你們投的毒？」



可憐哪～



焚化爐又要全線運作囉



https://t.co/05ridMY7Zp",0
"武漢肺炎》譚德塞挫咧等！世衛證實2職員確診



現實總比鬧劇來得荒謬

 https://t.co/peQfmUsujS",0
小英用推特發日文推文稱願與日本一同攜手戰勝疫情，安倍隨即發推文致謝小英。北京抗議日台互發推文勉勵，稱違反一個中國原則。https://t.co/u4DuyhU2oF,0
"衛生局在SOP上有權篩檢，是否等於可以就這樣把隔離中的人整批整批拖出來？

我想這是後續政風需要釐清的問題

而且如果只是單純學術研究的普篩，根本強度還不到可以把隔離中的人整批拖出來的程度",0
"住在實驗室的4天結束惹w

第一天考試暖身圓滿結束w

星期三和五是大魔王科目阿(扶額",0
世衛正式將武漢肺炎改名為 #COVID19,0
"有線中國組

【突發！內媒報道：造謠8君子李文亮病逝】

【率先揭發疫情  被公安指造謠訓誡】



內地《界面新聞》與《生命時報》引述消息指，造謠8君子之一的李文亮醫生，周四晚上9時半於重症監護室病逝。



消息指他病情曾一度好轉，但近日突然加重。 https://t.co/77KRcdTFr1",0
中國外交部發言人要求世界衛生組織專家協助調查美國，沒有問題。美國媒體在緊盯白宮撕咬美國政府的力度方面，比世衛組織恐怕要強百倍。請問，為何中國政府至今不允許美國專家學者前往中國調查疫情起源及發展相關信息？如果警察抓住一個小偷，小偷堅持不准搜查取證，那只有一種可能性：做賊心虛。,1
"問：這次疫情對中國有何影響？

答：大利好，中國是最大贏家。

問：武漢人是否都情緒穩定？

答：死者本人可以來申請撫恤金。

問：武漢一共病死了多少人？

答：世界各國都稱讚我們防控牛逼

問：你們是如何做到如此不要臉的？

答：臉都賣給領導了，我們不需要臉



    ——看看，這就是我們的人大代表 https://t.co/vvFa3CsJic",1
"圖裡面跳舞的共和黨成員已經三個確診了。

你非要說哪裡不對勁，只能說怎麼傻逼也能當官。 https://t.co/cLBNIPEcGE",1
"重大突發：美國五角大樓的軍方領導集體隔離。
週一，美國海岸衛隊上將Charles Ray測試新冠病毒陽性，且曾在最近幾天參與軍方高層情報會議 —— 根據新冠疫情指南，所有與他有接觸的人必須隔離。

 https://t.co/y5dwhiowc2",0
今天中共外交部發言人批評美國，卻從另一個側面證實了美方之前的說法。上週，美國疾控中心負責人稱1月6日，美國就提出向中國排除醫療專家協助抗新型冠狀病毒。當時有網民質疑：為何美國那麼早就知道中國疫情嚴重？今天華春瑩解密了：中共從1月3日就像美國通報疫情。 https://t.co/86hwIy1057,0
"Tuck Carlson：2月6日，華南理工學者發文：1. 病毒宿主是中华菊头蝠；2. 該類蝙蝠野外棲息地離武漢900公里以外，但武漢有兩家實驗室在使用該類蝙蝠做研究；3. 實驗室的實驗物可能流入市場，建議加強管理 ……



我相信疫情過後，美國為首的西方會清算罪魁禍首的。",0
"連續批評了幾天，口水講乾了

世界衛生組織：早就中了中國病毒。

但最終，害了中國，害了世界。

https://t.co/t4gwwczLpW https://t.co/SAM8W7aNVq",0
李克強毀人不倦。正當習近平豪情滿懷向世界提供「中國解決方案」、同時宣佈中國年內消滅貧困之際，「公知」李克強老是「拆台」：一會兒說6億人月收入才140美元，一會兒又說疫情後人們找不到工作，一會兒又搞舉國擺攤經濟。 https://t.co/8SY5EuhKU3,0
中共就武漢肺炎病毒來源發起的輿論戰，宣告徹底失敗。目前，不僅國際社會沒有人相信中共帥鍋美國、義大利等謊言，相反，越來越多的國家找中國要賠償了。中共弄巧成拙，引火燒身。,1
"哪個混帳說要捐錢給中國的？這11位因為中國隱匿SARS疫情殉職的台灣醫護，中國說過任何一句道歉嗎？這叫血海深仇，我可是絕對不會忘的。



SARS期間殉職醫護人員列表： https://t.co/kDEXwAfh0y",1
"現在武漢各大醫院都在網上求民間捐贈物質，疫情嚴重，而很多地方幾乎處於無政府狀態，民間自救靠舉報、追蹤、封門，現在還出現了殺人。此時中共還想繼續隱瞞疫情，不斷封群封號抓人。如果民眾還看不清這個邪惡的魔鬼組織，那真是沒得救了。
視屏：黄冈下辖的黄梅县，有人强出管制路口，被警察打死一个 https://t.co/Liu8qx4L6u",1
"中共國家衛生健康委員會哀悼李文亮醫生。
他們是良心發現了嗎？當然不是的！
他們害怕了！李文亮死訊傳出後的24小時中，微信、微博等牆內自媒體鋪天蓋地的聲討政府闢謠！
許許多多以前從不發聲的歲月靜好與既得利益人士，也站了出來表達對政府的憤怒！ https://t.co/qu82Kt7hLP",1
【駁斥陰謀論！世界三大學術期刊集體為中國發聲】在西方一些政客為掩蓋自身抗疫不力日夜奔走“甩鍋”、抹黑中國的同時，《自然》《科學》《柳葉刀》三份頂級學術期刊連續幾個月來積極評價中國抗疫舉措取得成效，以科學的名義對飽含偏見與歧視的“政治病毒”發起攻勢。https://t.co/KcKzWYQKZx https://t.co/nAFDAI6wiH,0
中國官方宣布，阿根廷進口的凍雞翅和俄羅斯進口的凍雞腳的外包裝發現帶新冠病毒。 https://t.co/gqOtibAeEy,0
清華前政治學者 #吳強 經歷31個小時等待後，終於獲當局分配一間可容納兩人的寬敞隔離套房，以便與妻子一起隔離。夫婦二人昨日從德國飛抵上海後，在隔離酒店不獲准同房隔離，當局亦不派發食水予他們，二人一度需要送院，吳強批評分開隔離的安排違反憲法有關家庭團聚的保障。 https://t.co/DwWH27oWku,1
"【抗疫一線醫生得知同行好兄弟感染病危泣不成聲】
     1月28日，在武漢肺科醫院的ICU主任胡明在接受採訪時接到電話，泣不成聲。他的好友，某院ICU主任連日救治重症患者，確診被新型冠狀病毒感染，病情進展迅速，氧飽和度僅60%。 https://t.co/1d3jsipVhN",0
美國公司分析師，以韓國新冠病毒資料推算，中國有60~150萬人感染病毒。而中共至今仍在製造假資料，釋放肺炎疫情日益趨緩的假資訊，欺騙全世界。這場由中共故意隱瞞而導致蔓延全球的疫情，已將全世界帶入了災難的境地，但至今中共沒有向其他國家有一句道歉，還在傲慢營造其舉國體制在抗疫上的優越性！,1
"我堅持說病毒是自然的，4個月來遭到了無數的攻擊與構陷。即使現在這是科學家、情報界的共識與結論，包括科頓議員。
現在，我認為中國拒絕科學家的調查，便不是一個負責任的大國，於是，新一輪被攻擊開始了。
這是一個新聞觀察者的幸運吧，顯示了工作的必要性，除了以此謀生。
https://t.co/j8HkksLPeO",1
這段視頻發了十次都被攔截不見了，到底世衛，推特收了中共多少錢？這些機構己經徹底淪為中共喉舌，毫無專業精神，學者風骨，職業操守。 https://t.co/2MfHovY772,1
果然，中共開始迫害這兩名廣東援助武漢的醫生。中國網絡急刪這個消息；廣東援助武漢醫療隊發表聲明與兩位醫生劃清界線；中國要求《柳葉刀》刪文。做中國人太難了。,1
"某些中國人很奇怪，我們在談如何防疫，跟罰則，這樣也能駡臺灣人駡到牽絲，那麼會駡怎麼沒聽你們駡過一聲習包子？

臺灣現在幾乎每天都有中配私帶中國豬肉製品闖關，沒駡你們就該偷笑了，還敢來駡臺灣人、臺灣政府？是毒疫苗打多了還是瘟疫豬吃多了？要不是你們的防疫系統出了問題，會惹出這麼多麻煩？",1
"最令人可憎的，是中國從上到下的人都有著一種態度：是人家的問題，不是我們做錯，我們只是受害者，我們沒有責任要負



現在所謂找出傳病毒源頭（無論是人工培植，動物發現，外國陰謀），他們目的不是為了了解病毒性質所出對策，而是要找個原因去怪罪這個源頭，然後合理化自己衛生意識不足的問題



極討厭",1
你們可以忍受市內交通被停運幾個月？你們能忍受政府高官遲遲不出面公開面對問題？你們能忍受本該政府解決的物資全面短缺？結果你們竟然在靠民間自救煎熬，放任政府繼續沒事人一樣？這時候還不去推翻市政府等什麼呢？,1
"【WHO派人赴中卻沒去武漢？譚德塞：會再派專家到武漢調查】



武漢肺炎疫情肆虐全球，世界衛生組織（WHO）秘書長譚德塞先前派專家前往中國考察病毒起源，卻被爆未曾造訪武漢，引發外界質疑。譚德塞 27 日則再度稱，將再組織國際專家前往中國考察，且這次也會到首先發現病毒的武漢進行實地研究。 https://t.co/hiuegHqbf7",0
世衛調查組將去武漢 2021年會是揭開新冠病毒來源真相之年？ https://t.co/xNQmE6vDlu https://t.co/ppE5ap1FGQ,0
“專門研發的自毀裝置”，還帶遙控引爆功能，這在成本上和“實際操作”上(“營旅指揮部”從來管不了單兵是常識)基本都不可能。這是一眼就能捅穿的謠言。,1
中共在武漢肺炎疫情公開不久就已宣布取得勝利。中共黨媒普遍宣傳了一個觀點：如果像武漢肺炎這樣的疫情發生在別的國家不堪設想，只有中國的制度優勢才能控制這樣的疫情。但是，那些沒有「制度優勢」的國家卻縂沒攤上這樣的疫情。 https://t.co/BTkUON9XZI,0
"真慘，武漢市民看不下去，自发送吃的給醫生護士

祖國在哪裡？ https://t.co/tTLaJHwwlq",1
中國人已不會對中共記仇。不管是大躍進餓死的，還是文革中右派，幾乎沒人因此記恨中共。這次武漢疫情「造謠」八勇士之一的醫生今天對媒體說了一句話：看到最高院的解釋就心安了。最高院解釋什麼了？最高院像「罰酒三杯」似地批評武漢警方抓人會讓敵對勢力作宣傳，而絲毫不認為抓人違法。,1
【首株新型冠狀病毒毒種信息公佈】國家病原微生物資源庫於2020年1月24日發布了由中國疾病預防控制中心病毒病預防控制所成功分離的#我國第一株病毒毒種信息#及其電鏡照片、新型冠狀病毒核酸檢測引物和探針序列等國內首次發布的重要權威信息，並提供共享服務。 https://t.co/sv2YAHHgLI,0
#變態辣椒漫畫 #rebelpepper RFA自由亞洲電台專欄作品——全國都在支援武漢，大量醫療物資都在向武漢集中，但是很多一綫醫護人員的困境並沒有得到改善，協和醫院的醫生說他們已經彈盡糧絕了，那麽多救援物資去了哪裏？網友發出了天問：難道武漢上空有個黑洞嗎？https://t.co/fgvhZbFN9O https://t.co/SkhYeji5ri,1
【白皮書：新冠確診患者人均醫療費2.3萬由國家承擔】白皮書顯示，截至5月31日，全國確診住院患者結算人數5.8萬人次，總醫療費用13.5億元，確診患者人均醫療費用約2.3萬元。其中，重症患者人均治療費用超過15萬元，一些危重症患者治療費用幾十萬元甚至上百萬元，全部由國家承擔。 https://t.co/PYZt0IaMI2,0
中共官媒有關疫苗「免費」的語言陷阱：接種疫苗免費。什麼意思？注射疫苗免費，疫苗本身藥費需要每個人自己負擔400元。美國疫苗免費，就是「接種」和疫苗藥費都免費。中共覺得中國人很傻才宣傳這種中國特色「免費」嗎？ https://t.co/4dyEEK3T2F,1
"今天是 #國際兔子日 ?



你可知道我們的社會是這樣對待這些溫馴可愛的動物嗎？被剝皮、拔毛、下毒致殘、割破喉嚨... 兔子在皮草業、肉製品產業和實驗室裏受盡苦難???。



愛兔兔，一起 #拒絕皮草 、 #拒絕動物實驗 和 #選擇純素食 ???



#rabbit #bunny #InternationalRabbitDay https://t.co/4ScDrFaEdr",0
港大病毒學研究員閻麗夢的專訪，信息量巨大！首先她不是普通人，她是病毒學博士後！在全世界最頂尖的大學工作，論文發表在Lancet和Nature上，是頂級的專家！她說，中國明明12月就知道病毒「高度人傳人」，但在1月9號通報WHO的時候，還宣稱「不會人傳人」！這就是說，中共和WHO的勾結，是證實了！,1
中國果然厲害，西方國家紛紛給納稅人派錢，生怕餓著國民。中國是反著抄作業，給都給了，還能要回去，還是坑醫生護士。。。 https://t.co/Ez9S1xFYSq,1
【你一定要知道！這些都是中國人自主研發的救命藥】近日，甘露特鈉膠囊正式獲得國家藥監局批准，意味著這一治療阿爾茨海默病新藥將投產。治療腫瘤、冠心病、心絞痛…近年來，我國自主研發的一批創新藥物，給眾多患者帶來新的希望。 https://t.co/E58u0BAF0g,0
"我就是Covid確診者，掙扎了兩星期差點死去現在成了殘疾人，身邊也有朋友確診。LA這裡全部ICU爆滿超負荷120%運轉，停車場我看到無處安放的body bag



你這人形畜生要批評中國就批評，別拉上美國，撒謊造謠粉飾太平像賤畜一樣。我們這有個叫丁建強臨死之前還說疫情都是假的，你等著步他後塵吧！我X你老母",0
最近，一向維中國馬首是瞻的柬埔寨也公開拒絕中國疫苗了。洪森稱，柬埔寨不是垃圾桶。中共自稱人民利益高於一切，但是中共在未經歷第三階段醫學試驗的情況下大規模推行打中國疫苗，以至於打過疫苗的中國出口勞務人員出現大比例感染。歐美最早是12月7日開始啟用疫苗，而中國7月就開始了。,1
"我從國內兩個城市的朋友處獲悉，最近幾天他們身邊有人確診感染病毒，都比較嚴重了。為了朋友們安全，我暫時不能說出城市名

我又查了他們城市的確診數，十多天沒有增加。

國內朋友們一定要小心啊，千萬不要誤以為國內疫情真好轉了。",1
"明天就是隔離一個禮拜了，不過夢到的地方現在還是日本，有時候忘記自己在台灣

#Kleefia隔離生活",0
【鍾南山：沒有證據表明新冠肺炎疫情源頭在武漢】3月18日，在由廣州市人民政府新聞辦舉行的第46場疫情防控通氣會上，中國工程院院士、國家衛健委高級別專家組組長鍾南山表示，沒有證據表明新冠肺炎疫情源頭在武漢。沒有搞清楚以前就隨便下結論，我看是不負責任的。 https://t.co/tzWsgxYA2w,0
"中國正針對重點人群大規模接種武漢肺炎疫苗，國台辦發言人說：在中國的台灣人將優先安排接種疫苗。



現在你應該知道被統一之後，台灣一定成為替中國人優先實驗疫苗的白老鼠籠",1
中國富豪劉殿波在2015年買下澳洲第三大私人醫院集團Health Care Australia，旗下有34間醫院。並利用正值武漢病毒延燒之際，劉殿波卻突然關停醫院，解僱800名醫護人員，逼迫澳洲政府提供補貼。澳洲政府緊急溝通，希望保住醫院病床。,0
【特朗普稱新冠病毒為“功夫流感” 外交部：反對搞污名化】外交部發言人趙立堅表示，世衛組織和國際社會都明確反對將病毒同特定國家和地區相關聯，反對搞污名化的做法。中方堅決反對任何利用病毒溯源問題搞污名化的做法。我們注意到美國國內各界已有不少有識之士公開譴責利用疫情搞污名化。 https://t.co/E70sovBj3m,0
"傳染病控制的重點是防止""傳染""，而不是""誰有沒有得病""。
""治療已經染病的人""是醫院的事，""不要讓染病的人再傳染給其他人""才是政府要強力介入的任務。
只要確保在外活動的人都沒有傳染力，中央防疫指揮中心的目的就達到了，至於誰曾經受過感染只是學術研究的題目，執行上不應該違背防疫任務的大方向。",0
胡錫進感嘆美國人真能忍，感染50萬了，這要在中國早就不能忍了。矯情：1）美國聯邦、各州採取防疫措施全部向美國人公開。對於各州不同的疫情不同的對策，美國人可以隨時提出建議。2）美國至今沒有發聲醫療崩潰，沒有出現武漢那樣醫院拒絕接受病人慘象。3）美國人不能忍可以換總統，中國人不忍能怎樣？,0
"中國中芯成功研發40奈米，
比台積電5奈米強8倍😄 https://t.co/iNvyUCxz1v",0
【祝賀！ #中國隊蟬聯國際數學奧賽冠軍】27日晚，第61屆國際數學奧林匹克IMO成績揭曉，中國國家隊獲5金1銀，蟬聯總分第一，再度奪冠！包攬個人成績前4名！此次比賽於9月21日在俄羅斯聖彼得堡舉行，受疫情影響，中國隊6名選手以線上考試形式參加。其中，重慶巴蜀中學李金珉，斬獲本屆比賽唯一滿分！ https://t.co/rQgDVlUpIB,0
我們的小畫廊決定關閉，什麼時候恢復營業還是未知。昨天和畫廊老闆Karen聊了一陣有關疫情的事，她忽然說“川普居然直接說中國病毒！我認為不能那麼說……”我打斷了她的話問她：“為什麼不能說實話呢？如果說病毒是來自意大利你們就感覺好多了嗎？在這件事情上你們仍然怕被認為是種族歧視嗎”？她承認這點,0
"英國首相約翰遜因為感染新冠病毒，在隔離十天後上了呼吸機！上了呼吸機後的生存率只有15%！！

世界各國的官員都有報道被感染的病例，唯獨厲害國的官員們都安然無恙！

如果有一天，被查出這個病毒來自實驗室，且施毒者早已自備解藥，那麼後果是什麼？",1
